beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
Wonderstuff,German Pilsener,12.0,0.054,48,258,Bauhaus Brew Labs,Minneapolis,MN
Ozark American Pale Ale,American Pale Ale (APA),12.0,0.04,39,259,Ozark Beer Company,Rogers,AR
Overgrown American Pale Ale,American Pale Ale (APA),12.0,0.055,55,261,Otter Creek Brewing,Waterbury,VT
Modus Hoperandi,American IPA,12.0,0.068,65,264,Ska Brewing Company,Durango,CO
Estival Cream Stout,American Stout,12.0,0.058,15,264,Ska Brewing Company,Durango,CO
Mexican Logger,American Pale Lager,12.0,0.042,18,264,Ska Brewing Company,Durango,CO
ESB Special Ale,Extra Special / Strong Bitter (ESB),12.0,0.057,58,264,Ska Brewing Company,Durango,CO
Modus Hoperandi,American IPA,12.0,0.068,65,264,Astoria Brewing Company,Durango,CO
Almanac IPA,American IPA,12.0,0.062,72,265,Baxter Brewing Company,Albuquerque,NM
Farmer's Tan Red Ale,American Amber / Red Ale,12.0,0.06,30,265,Tractor Brewing Company,Albuquerque,NM
Summer Session Ale,American Pale Wheat Ale,12.0,0.05,61,266,Peak Organic Brewing Company,Portland,ME
Cape Cod Red,American Amber / Red Ale,16.0,0.055,35,267,Cape Cod Beer,Hyannis,MA
Beach Blonde,American Blonde Ale,16.0,0.049,10,267,Asher Brewing Company,Hyannis,MA
Long Trail IPA,English India Pale Ale (IPA),12.0,0.059,42,268,Long Trail Brewing Company,Bridgewater Corners,VT
Long Trail Ale,American Amber / Red Ale,12.0,0.046,30,268,Long Trail Brewing Company,Bridgewater Corners,VT
Double Bag,Altbier,16.0,0.072,33,268,Long Trail Brewing Company,Bridgewater Corners,VT
Blackbeary Wheat,Fruit / Vegetable Beer,12.0,0.04,8,268,Long Trail Brewing Company,Bridgewater Corners,VT
Long Trail Ale (1),Altbier,12.0,0.046,30,268,Wild Onion Brewing Company,Bridgewater Corners,VT
Commotion APA,American Pale Ale (APA),12.0,0.052,49,269,Great Raft Brewing Company,Shreveport,LA
Freeride APA,American Pale Ale (APA),12.0,0.053,40,270,Indeed Brewing Company,Juneau,AK
Alaskan Amber,Altbier,12.0,0.053,18,270,Alaskan Brewing Company,Juneau,AK
Heady Topper,American Double / Imperial IPA,16.0,0.08,120,272,Fargo Brewing Company,Waterbury,VT
Heady Topper,American Double / Imperial IPA,16.0,0.08,120,272,The Alchemist,Waterbury,VT
Hydraulion Red,Irish Red Ale,12.0,0.053,22,273,Sixpoint Craft Ales,Charlottesville,VA
40 Mile IPA,American IPA,12.0,0.06,50,273,Three Notch'd Brewing Company,Charlottesville,VA
Fresh Slice White IPA,American White IPA,12.0,0.055,45,275,Otter Creek Brewing,Middlebury,VT
Montauk Summer Ale,American Blonde Ale,12.0,0.056,28,276,Grapevine Craft Brewery,Montauk,NY
Driftwood Ale,Extra Special / Strong Bitter (ESB),12.0,0.06,49,276,Montauk Brewing Company,Montauk,NY
Let It Ride IPA,American IPA,12.0,0.068,90,277,Phoenix Ale Brewery,Minneapolis,MN
Stir Crazy Winter Ale,Winter Warmer,12.0,0.065,22,277,Indeed Brewing Company,Minneapolis,MN
Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,12.0,0.05,10,277,Indeed Brewing Company,Minneapolis,MN
Shenanigans Summer Ale,American Pale Wheat Ale,12.0,0.046,27,277,Indeed Brewing Company,Minneapolis,MN
Midnight Ryder,American Black Ale,12.0,0.065,80,277,Indeed Brewing Company,Minneapolis,MN
Day Tripper Pale Ale,American Pale Ale (APA),12.0,0.054,45,277,Indeed Brewing Company,Minneapolis,MN
Lost Sailor IPA,English India Pale Ale (IPA),12.0,0.055,40,278,Frankenmuth Brewery,South Deerfield,MA
Steel Rail Extra Pale Ale,American Pale Ale (APA),12.0,0.053,20,278,Berkshire Brewing Company,South Deerfield,MA
Groupe G,Belgian IPA,16.0,0.076,65,280,Headlands Brewing Company,Mill Valley,CA
Pt. Bonita Rustic Lager,American Pale Lager,16.0,0.062,40,280,Headlands Brewing Company,Mill Valley,CA
Hill 88 Double IPA,American Double / Imperial IPA,16.0,0.088,77,280,Avery Brewing Company,Mill Valley,CA
Longhop IPA,American IPA,16.0,0.042,30,281,Bolero Snort Brewery,Ridgefield Park,NJ
Lucky Buck,Irish Dry Stout,16.0,0.04,34,281,Miami Brewing Company,Ridgefield Park,NJ
Thrasher Session India Pale Ale,American IPA,12.0,0.045,44,283,Wiseacre Brewing Company,Hays,KS
Gutch English Style Mild Ale,English Pale Mild Ale,12.0,0.05,16,283,Defiance Brewing Company,Hays,KS
Hop Freak,American Double / Imperial IPA,16.0,0.087,80,284,Milwaukee Brewing Company,Milwaukee,WI
Louie's Demise Amber Ale,American Amber / Red Ale,16.0,0.051,24,284,Milwaukee Brewing Company,Milwaukee,WI
Hop Happy,American IPA,16.0,0.075,51,284,Infamous Brewing Company,Milwaukee,WI
Booyah Farmhouse Ale,Saison / Farmhouse Ale,16.0,0.065,20,284,Milwaukee Brewing Company,Milwaukee,WI
Flaming Damsel Lager (2010),Vienna Lager,16.0,0.048,18,284,Milwaukee Brewing Company,Milwaukee,WI
Whitecap Wit,Witbier,16.0,0.048,16,285,Catawba Island Brewing,Port Clinton,OH
Seiche Scottish Ale,Scottish Ale,16.0,0.078,16,285,Manayunk Brewing Company,Port Clinton,OH
Naked Pig Pale Ale,American Pale Ale (APA),12.0,0.06,43,286,Back Forty Beer Company,Gadsden,AL
El Chingon IPA,American IPA,12.0,0.076,73,287,Oasis Texas Brewing Company,Dallas,TX
Block Party Robust Porter,American Porter,12.0,0.057,40,287,Four Corners Brewing Company,Dallas,TX
Local Buzz,American Blonde Ale,12.0,0.052,20,287,Four Corners Brewing Company,Dallas,TX
Saint Archer White Ale,Witbier,12.0,0.05,15,288,Confluence Brewing Company,San Diego,CA
Saint Archer IPA,American IPA,12.0,0.068,66,288,Saint Archer Brewery,San Diego,CA
Saint Archer Pale Ale,American Pale Ale (APA),12.0,0.052,40,288,Saint Archer Brewery,San Diego,CA
Supergoose IPA,American IPA,12.0,0.069,67,290,Hale's Ales,Seattle,WA
IPA & a Half,American IPA,12.0,0.073,87,291,Tommyknocker Brewery,Idaho Springs,CO
Ornery Amber Lager (2003),Vienna Lager,12.0,0.055,33,291,New Belgium Brewing Company,Idaho Springs,CO
On the Count of 3 (2015),Hefeweizen,16.0,0.07,42,292,Eddyline Brewery & Restaurant,Lewiston,ME
Amber Road,American Amber / Red Ale,12.0,0.055,35,292,Baxter Brewing Company,Lewiston,ME
Pamola Xtra Pale Ale,American Pale Ale (APA),12.0,0.049,28,292,Baxter Brewing Company,Lewiston,ME
Stowaway IPA,American IPA,12.0,0.069,69,292,Baxter Brewing Company,Lewiston,ME
American India Red Ale,American Strong Ale,12.0,0.071,83,294,Miami Brewing Company,Denver,CO
American Red Porter,American Porter,12.0,0.071,45,294,Black Shirt Brewing Company,Denver,CO
American Red Saison,Saison / Farmhouse Ale,12.0,0.078,34,294,Black Shirt Brewing Company,Denver,CO
Colorado Red Ale,American Amber / Red Ale,12.0,0.066,44,294,Black Shirt Brewing Company,Denver,CO
Wachusett Light IPA,American IPA,12.0,0.04,37,295,Wachusett Brewing Company,Westminster,MA
Green Monsta IPA,American IPA,12.0,0.06,55,295,Wachusett Brewing Company,Westminster,MA
Wachusett IPA,American IPA,12.0,0.056,50,295,Wachusett Brewing Company,Westminster,MA
Larry Imperial IPA,American Double / Imperial IPA,12.0,0.085,85,295,Wachusett Brewing Company,Westminster,MA
Country Pale Ale,English Pale Ale,12.0,0.051,17,295,Third Street Brewhouse,Westminster,MA
Wachusett Light IPA (2013),American IPA,12.0,0.04,37,295,Wachusett Brewing Company,Westminster,MA
Pumpkan,Pumpkin Ale,12.0,0.052,20,295,Wachusett Brewing Company,Westminster,MA
Wachusett Blueberry Ale,Fruit / Vegetable Beer,12.0,0.045,10,295,Wachusett Brewing Company,Westminster,MA
Green Monsta IPA,American IPA,12.0,0.06,55,295,Wachusett Brewing Company,Westminster,MA
Hefe Lemon,Radler,12.0,0.049,30,296,Widmer Brothers Brewing Company,Portland,OR
Hefe Black,Hefeweizen,12.0,0.049,30,296,Two Beers Brewing Company,Portland,OR
Widmer Brothers Hefeweizen,Hefeweizen,12.0,0.049,30,296,Widmer Brothers Brewing Company,Portland,OR
Provision,Saison / Farmhouse Ale,12.0,0.042,25,297,Hop Farm Brewing Company,Pittsburgh,PA
One Nut Brown,American Brown Ale,12.0,0.047,28,297,SweetWater Brewing Company,Pittsburgh,PA
Hop Farm IPA,American IPA,12.0,0.058,45,297,Hop Farm Brewing Company,Pittsburgh,PA
Adam's Stout,American Stout,12.0,0.058,40,298,Tin Roof Brewing Company,York,PA
American Hero,American Amber / Red Ale,12.0,0.057,42,298,Liquid Hero Brewery,York,PA
Schweet Ale,Fruit / Vegetable Beer,12.0,0.052,20,298,Liquid Hero Brewery,York,PA
Irregardless IPA,American IPA,12.0,0.065,75,298,Liquid Hero Brewery,York,PA
Our Legacy IPA,American IPA,12.0,0.065,60,299,Matt Brewing Company,Utica,NY
Our Legacy IPA,American IPA,16.0,0.065,60,299,Matt Brewing Company,Utica,NY
Blueberry Blonde Ale,American Blonde Ale,12.0,0.05,12,299,Black Acre Brewing Co.,Utica,NY
Porch Rocker,Radler,12.0,0.045,8,300,Boston Beer Company,Boston,MA
Rebel IPA,American IPA,16.0,0.065,45,300,Beer Works Brewery,Boston,MA
Boston Lager,Vienna Lager,16.0,0.049,30,300,Boston Beer Company,Boston,MA
Boston Lager,Vienna Lager,12.0,0.049,30,300,Boston Beer Company,Boston,MA
Samuel Adams Summer Ale,American Pale Wheat Ale,12.0,0.053,7,300,Boston Beer Company,Boston,MA
Boston Lager,Vienna Lager,12.0,0.049,30,300,Boston Beer Company,Boston,MA
Falling Down Brown Ale,American Brown Ale,16.0,0.065,65,301,Old Forge Brewing Company,Danville,PA
Old Forge Pumpkin Ale,Pumpkin Ale,16.0,0.046,20,301,Odyssey Beerwerks,Danville,PA
Squatters Hop Rising Double IPA,American Double / Imperial IPA,12.0,0.09,75,302,Utah Brewers Cooperative,Salt Lake City,UT
Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,12.0,0.09,75,302,Sanitas Brewing Company,Salt Lake City,UT
#9,Fruit / Vegetable Beer,16.0,0.051,20,303,Magic Hat Brewing Company,South Burlington,VT
Elder Betty,Hefeweizen,12.0,0.055,13,303,Magic Hat Brewing Company,South Burlington,VT
#9,Fruit / Vegetable Beer,12.0,0.051,20,303,Kalona Brewing Company,South Burlington,VT
Quarter Mile Double IPA,American Double / Imperial IPA,12.0,0.08,80,304,Blue Hills Brewery,Canton,MA
Hoptopus Double IPA,American Double / Imperial IPA,16.0,0.088,108,306,Beach Brewing Company,Virginia Beach,VA
Rodeo Rye Pale Ale,American Pale Ale (APA),12.0,0.042,35,307,Blue Point Brewing Company,Garden City,ID
Outlaw IPA,American IPA,12.0,0.062,65,307,Payette Brewing Company,Garden City,ID
Payette Pale Ale,American Pale Ale (APA),12.0,0.048,35,307,Payette Brewing Company,Garden City,ID
Mutton Buster,American Brown Ale,12.0,0.055,25,307,Payette Brewing Company,Garden City,ID
Last Stop IPA,American IPA,12.0,0.072,60,308,Brew Bus Brewing,Tampa,FL
Rollin Dirty Red Ale,Irish Red Ale,12.0,0.05,21,308,Twin Lakes Brewing Company,Tampa,FL
Are Wheat There Yet?,American Pale Wheat Ale,12.0,0.055,28,308,Brew Bus Brewing,Tampa,FL
Dagger Falls IPA,American IPA,12.0,0.063,100,309,Sockeye Brewing Company,Boise,ID
Dagger Falls IPA,American IPA,12.0,0.063,100,309,Sockeye Brewing Company,Boise,ID
Old Devil's Tooth,American Barleywine,12.0,0.099,100,309,Sockeye Brewing Company,Boise,ID
Hell-Diver Pale Ale,American Pale Ale (APA),12.0,0.052,32,309,Sockeye Brewing Company,Boise,ID
Woolybugger Wheat,American Pale Wheat Ale,12.0,0.046,12,309,Round Guys Brewing,Boise,ID
Winterfest,American Strong Ale,16.0,0.084,90,309,Sockeye Brewing Company,Boise,ID
Dagger Falls IPA,American IPA,12.0,0.063,100,309,Sockeye Brewing Company,Boise,ID
Filthy Hoppin' IPA,American IPA,16.0,0.065,72,311,Dirty Bucket Brewing Company,Woodinville,WA
Thunder Ann,American Pale Ale (APA),12.0,0.055,37,312,Jackalope Brewing Company,Nashville,TN
Iron Butt Red Ale,American Amber / Red Ale,12.0,0.058,39,313,Slanted Rock Brewing Company,Meridian,ID
Initial Point India Pale Ale,American IPA,12.0,0.071,92,313,Bent Paddle Brewing Company,Meridian,ID
Hot Date Ale,Chile Beer,16.0,0.06,20,314,Piney River Brewing Company,Bucryus,MO
Sweet Potato Ale,Fruit / Vegetable Beer,16.0,0.06,24,314,Piney River Brewing Company,Bucryus,MO
Float Trip Ale,American Blonde Ale,16.0,0.045,18,314,Piney River Brewing Company,Bucryus,MO
Old Tom Porter,American Porter,16.0,0.055,25,314,Piney River Brewing Company,Bucryus,MO
Black Walnut Wheat,American Dark Wheat Ale,16.0,0.045,18,314,Dead Armadillo Craft Brewing,Bucryus,MO
McKinney Eddy Amber Ale,American Amber / Red Ale,16.0,0.055,20,314,Piney River Brewing Company,Bucryus,MO
Missouri Mule India Pale Ale,American IPA,16.0,0.07,70,314,Piney River Brewing Company,Bucryus,MO
Banner American Rye,Rye Beer,12.0,0.045,20,318,Banner Beer Company,Williamsburg,MA
Banner American Ale,American Amber / Red Ale,12.0,0.035,45,318,Kenai River Brewing Company,Williamsburg,MA
Jacaranada Rye IPA,American IPA,16.0,0.067,60,320,Claremont Craft Ales,Claremont,CA
Lil SIPA,American IPA,16.0,0.05,55,321,Rivertown Brewing Company,Lockland,OH
Hop Bomber Rye Pale Ale,American Pale Ale (APA),16.0,0.055,60,321,Tractor Brewing Company,Lockland,OH
Voodoo Love Child,Tripel,12.0,0.092,25,322,Voodoo Brewery,Meadville,PA
White Magick of the Sun,Witbier,12.0,0.079,23,322,Voodoo Brewery,Meadville,PA
Wynona's Big Brown Ale,American Brown Ale,12.0,0.075,31,322,Voodoo Brewery,Meadville,PA
Gran Met,Belgian Strong Pale Ale,12.0,0.092,25,322,Voodoo Brewery,Meadville,PA
Good Vibes IPA,American IPA,12.0,0.073,85,322,Voodoo Brewery,Meadville,PA
Pilzilla,American Double / Imperial Pilsner,12.0,0.075,85,322,Churchkey Can Company,Meadville,PA
Pisgah Pale Ale,American Pale Ale (APA),12.0,0.057,31,324,Pisgah Brewing Company,Black Mountain,NC
When Helles Freezes Over,Munich Helles Lager,12.0,0.056,18,326,Morgan Street Brewery,Saint Louis,MO
Honey Wheat,American Pale Wheat Ale,12.0,0.047,14,326,Seventh Son Brewing Company,Saint Louis,MO
Black Bear Dark Lager,Schwarzbier,12.0,0.046,24,326,Morgan Street Brewery,Saint Louis,MO
Golden Pilsner,German Pilsener,12.0,0.05,35,326,Morgan Street Brewery,Saint Louis,MO
Just IPA,American IPA,12.0,0.046,45,328,The Just Beer Project,Burlington,VT
Bronx Summer Pale Ale,American Pale Ale (APA),16.0,0.052,16,329,The Bronx Brewery,Bronx,NY
Bronx Black Pale Ale,American Black Ale,16.0,0.057,46,329,The Bronx Brewery,Bronx,NY
Bronx Pale Ale,American Pale Ale (APA),16.0,0.063,50,329,Cape Cod Beer,Bronx,NY
Dead Armadillo Amber Ale,American Amber / Red Ale,12.0,0.063,37,330,Dead Armadillo Craft Brewing,Tulsa,OK
A Slice of Hefen,Hefeweizen,16.0,0.054,15,332,La Cumbre Brewing Company,Albuquerque,NM
Elevated IPA,American IPA,16.0,0.072,100,332,Great Crescent Brewery,Albuquerque,NM
Iron Horse Pale Ale,American Pale Ale (APA),12.0,0.05,32,335,Three Notch'd Brewing Company,Fargo,ND
Stone's Throw IPA,Scottish Ale,12.0,0.045,19,335,Fargo Brewing Company,Fargo,ND
Wood Chipper India Pale Ale,American IPA,12.0,0.067,70,335,Fargo Brewing Company,Fargo,ND
Big Sky IPA,American IPA,12.0,0.062,65,336,Big Sky Brewing Company,Missoula,MT
Scape Goat Pale Ale,English Pale Ale,12.0,0.05,40,336,Big Sky Brewing Company,Missoula,MT
Montana Trout Slayer Ale,American Pale Wheat Ale,12.0,0.05,35,336,Big Sky Brewing Company,Missoula,MT
Moose Drool Brown Ale,American Brown Ale,12.0,0.051,26,336,Big Sky Brewing Company,Missoula,MT
Powder Hound Winter Ale,English Strong Ale,12.0,0.072,60,336,Big Sky Brewing Company,Missoula,MT
Moose Drool Brown Ale (2011),American Brown Ale,12.0,0.051,26,336,Big Sky Brewing Company,Missoula,MT
Montana Trout Slayer Ale (2012),American Pale Wheat Ale,12.0,0.05,35,336,Big Sky Brewing Company,Missoula,MT
Big Sky IPA (2012),American IPA,12.0,0.062,65,336,Bozeman Brewing Company,Missoula,MT
Scape Goat Pale Ale (2010),English Pale Ale,12.0,0.05,40,336,Big Sky Brewing Company,Missoula,MT
Montana Trout Slayer Ale (2009),American Pale Wheat Ale,12.0,0.05,35,336,Texian Brewing Co.,Missoula,MT
Moose Drool Brown Ale (2009),American Brown Ale,12.0,0.051,26,336,Big Sky Brewing Company,Missoula,MT
Wick For Brains,Pumpkin Ale,12.0,0.061,11,337,Nebraska Brewing Company,Papillion,NE
Nebraska India Pale Ale,American IPA,12.0,0.065,65,337,Rahr & Sons Brewing Company,Papillion,NE
EOS Hefeweizen,Hefeweizen,12.0,0.048,10,337,Nebraska Brewing Company,Papillion,NE
Brunette Nut Brown Ale,English Brown Ale,12.0,0.048,15,337,Nebraska Brewing Company,Papillion,NE
Cardinal Pale Ale,American Pale Ale (APA),12.0,0.057,29,337,Nebraska Brewing Company,Papillion,NE
Be Hoppy IPA,American IPA,16.0,0.065,69,339,Wormtown Brewery,Worcester,MA
Category 3 IPA,American IPA,12.0,0.061,64,340,Due South Brewing Company,Boynton Beach,FL
KelSo Nut Brown Lager,Euro Dark Lager,12.0,0.057,19,342,KelSo Beer Company,Brooklyn,NY
KelSo India Pale Ale,American IPA,12.0,0.06,64,342,KelSo Beer Company,Brooklyn,NY
KelSo Pilsner,Czech Pilsener,12.0,0.055,23,342,Central Coast Brewing Company,Brooklyn,NY
The Great Return,American IPA,16.0,0.075,70,343,Great Northern Brewing Company,Richmond,VA
Hardywood Cream Ale,Cream Ale,12.0,0.044,18,343,Hardywood Park Craft Brewery,Richmond,VA
Capital Trail Pale Ale,American Pale Ale (APA),12.0,0.056,55,343,Hardywood Park Craft Brewery,Richmond,VA
Troopers Alley IPA,American IPA,12.0,0.059,135,344,Wolf Hills Brewing Company,Abingdon,VA
Madra Allta,American IPA,12.0,0.064,95,345,Intuition Ale Works,Erie,PA
Duluchan India Pale Ale,American IPA,12.0,0.056,70,345,Lavery Brewing Company,Erie,PA
Chaotic Double IPA,American Double / Imperial IPA,12.0,0.099,93,346,Oakshire Brewing,Santee,CA
Manzanita IPA,American IPA,12.0,0.08,88,346,Manzanita Brewing Company,Santee,CA
Riverwalk Blonde Ale,American Blonde Ale,12.0,0.06,25,346,Manzanita Brewing Company,Santee,CA
Gillespie Brown Ale,American Brown Ale,12.0,0.095,49,346,Manzanita Brewing Company,Santee,CA
Manzanita Pale Ale,American Pale Ale (APA),12.0,0.066,44,346,Manzanita Brewing Company,Santee,CA
Chai Ale,Herbed / Spiced Beer,16.0,0.051,15,350,Central Coast Brewing Company,San Luis Obispo,CA
Lucky Day IPA,American IPA,16.0,0.072,85,350,RoughTail Brewing Company,San Luis Obispo,CA
Terrace Hill Double IPA,American Double / Imperial IPA,16.0,0.095,99,350,Central Coast Brewing Company,San Luis Obispo,CA
Catch 23,American Black Ale,16.0,0.075,77,350,Central Coast Brewing Company,San Luis Obispo,CA
Charlie in the Rye,American IPA,12.0,0.058,55,351,Westfield River Brewing Company,Westfield,MA
Elephant Rock IPA,American IPA,12.0,0.07,75,355,Pikes Peak Brewing Company,Monument,CO
Belgian Style Session Ale,Belgian Pale Ale,12.0,0.045,21,356,Manayunk Brewing Company,Philadelphia,PA
Summer Paradise,American Pale Wheat Ale,12.0,0.05,18,356,Manayunk Brewing Company,Philadelphia,PA
Monk from the 'Yunk,Tripel,12.0,0.09,30,356,Manayunk Brewing Company,Philadelphia,PA
Schuylkill Punch,Fruit / Vegetable Beer,12.0,0.06,14,356,Manayunk Brewing Company,Philadelphia,PA
Dreamin' Double IPA,American Double / Imperial IPA,12.0,0.085,85,356,Great Northern Brewing Company,Philadelphia,PA
Jam Session,American Pale Ale (APA),16.0,0.051,31,359,NoDa Brewing Company,Charlotte,NC
Hop Drop 'N Roll IPA,American IPA,16.0,0.072,80,359,Crooked Fence Brewing Company,Charlotte,NC
Pumpkin Beast,Pumpkin Ale,12.0,0.062,17,360,Aviator Brewing Company,Fuquay-Varina,NC
Mad Beach,American Pale Wheat Ale,12.0,0.048,23,360,The Just Beer Project,Fuquay-Varina,NC
Devils Tramping Ground Tripel,Tripel,12.0,0.092,5,360,Aviator Brewing Company,Fuquay-Varina,NC
Hot Rod Red,American Amber / Red Ale,12.0,0.061,41,360,Aviator Brewing Company,Fuquay-Varina,NC
Hop Slayer Double IPA,American Double / Imperial IPA,12.0,0.082,100,361,Wild Onion Brewing Company,Lake Barrington,IL
Phat Chance,American Blonde Ale,12.0,0.052,27,361,Blue Mountain Brewery,Lake Barrington,IL
Hop Slayer Double IPA (2011),American Double / Imperial IPA,12.0,0.082,100,361,Wild Onion Brewing Company,Lake Barrington,IL
Hop Slayer Double IPA (2011),American Double / Imperial IPA,12.0,0.082,100,361,Wild Onion Brewing Company,Lake Barrington,IL
Wild Onion Summer Wit,Witbier,12.0,0.042,13,361,Wild Onion Brewing Company,Lake Barrington,IL
Jack Stout,Oatmeal Stout,12.0,0.06,23,361,Widmer Brothers Brewing Company,Lake Barrington,IL
Paddy Pale Ale,American Pale Ale (APA),12.0,0.056,41,361,Wild Onion Brewing Company,Lake Barrington,IL
Hilliard's Pils,Czech Pilsener,16.0,0.055,34,362,Hilliard's Beer,Seattle,WA
Hilliard's Blonde,American Blonde Ale,16.0,0.049,20,362,Hilliard's Beer,Seattle,WA
Hilliard's Amber Ale,American Amber / Red Ale,16.0,0.055,60,362,Hop Farm Brewing Company,Seattle,WA
Hilliard's Saison,Saison / Farmhouse Ale,16.0,0.066,30,362,Hilliard's Beer,Seattle,WA
Chickawawa Lemonale,Fruit / Vegetable Beer,12.0,0.05,5,365,Hopworks Urban Brewery,Davenport,IA
Barrel Aged Farmer,American Brown Ale,16.0,0.07,22,365,Great River Brewery,Davenport,IA
Dos Pistolas,Vienna Lager,12.0,0.048,20,365,Pedernales Brewing Company,Davenport,IA
Owney Irish Style Red Ale,Irish Red Ale,16.0,0.05,30,365,Great River Brewery,Davenport,IA
Widespread Wit,Witbier,16.0,0.055,10,365,Boulevard Brewing Company,Davenport,IA
Roller Dam Red Ale,Irish Red Ale,16.0,0.054,30,365,Great River Brewery,Davenport,IA
483 Pale Ale,American Pale Ale (APA),16.0,0.053,48,365,Great River Brewery,Davenport,IA
Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,16.0,0.09,99,365,Great River Brewery,Davenport,IA
Farmer Brown Ale,American Brown Ale,16.0,0.07,22,365,Great River Brewery,Davenport,IA
Big Cock IPA,American IPA,16.0,0.07,70,365,Great River Brewery,Davenport,IA
40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,16.0,0.048,25,365,Great River Brewery,Davenport,IA
Redband Stout,American Stout,16.0,0.06,36,365,Great River Brewery,Davenport,IA
483 Pale Ale (2010),American Pale Ale (APA),16.0,0.053,48,365,Great River Brewery,Davenport,IA
Roller Dam Red Ale (2010),Irish Red Ale,16.0,0.054,30,365,Great River Brewery,Davenport,IA
Mustang Golden Ale,American Blonde Ale,12.0,0.053,10,366,Mustang Brewing Company,Mustang,OK
Washita Wheat,American Pale Wheat Ale,12.0,0.053,14,366,Tapistry Brewing,Mustang,OK
Maylani's Coconut Stout,American Stout,16.0,0.053,35,367,Airways Brewing Company,Kent,WA
Oatmeal PSA,American Pale Ale (APA),16.0,0.05,35,367,Alaskan Brewing Company,Kent,WA
Pre Flight Pilsner,American Pilsner,16.0,0.052,33,367,Airways Brewing Company,Kent,WA
Lower De Boom,American Barleywine,8.4,0.099,92,368,21st Amendment Brewery,San Francisco,CA
Fireside Chat,Winter Warmer,12.0,0.079,45,368,Gonzo's BiggDogg Brewing,San Francisco,CA
Bitter American,American Pale Ale (APA),12.0,0.044,42,368,21st Amendment Brewery,San Francisco,CA
Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.049,17,368,21st Amendment Brewery,San Francisco,CA
Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.049,17,368,21st Amendment Brewery,San Francisco,CA
21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12.0,0.049,17,368,21st Amendment Brewery,San Francisco,CA
21st Amendment IPA (2006),American IPA,12.0,0.07,70,368,21st Amendment Brewery,San Francisco,CA
Brew Free! or Die IPA (2008),American IPA,12.0,0.07,70,368,21st Amendment Brewery,San Francisco,CA
Brew Free! or Die IPA (2009),American IPA,12.0,0.07,70,368,Revolution Brewing Company,San Francisco,CA
Special Edition: Allies Win The War!,English Strong Ale,12.0,0.085,52,368,21st Amendment Brewery,San Francisco,CA
Hop Crisis,American Double / Imperial IPA,12.0,0.097,94,368,21st Amendment Brewery,San Francisco,CA
Bitter American (2011),American Pale Ale (APA),12.0,0.044,42,368,21st Amendment Brewery,San Francisco,CA
Fireside Chat (2010),Winter Warmer,12.0,0.079,45,368,21st Amendment Brewery,San Francisco,CA
Back in Black,American Black Ale,12.0,0.068,65,368,Boulevard Brewing Company,San Francisco,CA
Monk's Blood,Belgian Dark Ale,12.0,0.083,35,368,21st Amendment Brewery,San Francisco,CA
Brew Free! or Die IPA,American IPA,12.0,0.07,65,368,21st Amendment Brewery,San Francisco,CA
Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12.0,0.049,17,368,21st Amendment Brewery,San Francisco,CA
Crank Yanker IPA,American IPA,16.0,0.078,74,369,Eddyline Brewery & Restaurant,Buena Vista,CO
Crank Yanker IPA (2011),American IPA,16.0,0.078,74,369,High Hops Brewery,Buena Vista,CO
Sly Fox Christmas Ale 2013,Winter Warmer,12.0,0.055,16,371,Sly Fox Brewing Company,Pottstown,PA
Grisette,Grisette,12.0,0.056,25,371,Sly Fox Brewing Company,Pottstown,PA
Helles Golden Lager,Munich Helles Lager,12.0,0.049,18,371,Sly Fox Brewing Company,Pottstown,PA
Sly Fox Christmas Ale 2012 (2012),Winter Warmer,12.0,0.055,16,371,Blue Blood Brewing Company,Pottstown,PA
Odyssey Imperial IPA,American Double / Imperial IPA,12.0,0.084,90,371,Sly Fox Brewing Company,Pottstown,PA
113 IPA,American IPA,12.0,0.07,113,371,Sly Fox Brewing Company,Pottstown,PA
Dunkel Lager,Munich Dunkel Lager,12.0,0.053,21,371,Three Notch'd Brewing Company,Pottstown,PA
Royal Weisse Ale,Hefeweizen,12.0,0.056,11,371,Sly Fox Brewing Company,Pottstown,PA
Pikeland Pils,German Pilsener,12.0,0.049,44,371,Sly Fox Brewing Company,Pottstown,PA
Phoenix Pale Ale,American Pale Ale (APA),12.0,0.051,40,371,Sly Fox Brewing Company,Pottstown,PA
Trolley Stop Stout,American Stout,12.0,0.057,40,374,Astoria Brewing Company,Astoria,OR
Bitter Bitch Imperial IPA,American Double / Imperial IPA,12.0,0.082,138,374,Astoria Brewing Company,Astoria,OR
Poop Deck Porter,American Porter,12.0,0.062,35,374,Fate Brewing Company,Astoria,OR
Old Red Beard Amber Ale,American Amber / Red Ale,12.0,0.06,35,374,Astoria Brewing Company,Astoria,OR
Lahaina Town Brown,American Brown Ale,12.0,0.051,20,375,Maui Brewing Company,Lahaina,HI
